rel_path,abs_path,ext,size_bytes,mtime_utc,pages_total,pages_ocrd,converted_md,ocr_text,doi,isbn,status,error
Review/Unreadable/2018 - thesis_or_dissertation_2.pdf - 2018 - thesis_or_dissertation_2.pdf.pdf - 2018 - thesis_or_dissertation_2.pdf - 2018 - thesis_or_dissertation_2.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2018 - thesis_or_dissertation_2.pdf - 2018 - thesis_or_dissertation_2.pdf.pdf - 2018 - thesis_or_dissertation_2.pdf - 2018 - thesis_or_dissertation_2.pdf.pdf.pdf,.pdf,693284,2018-01-15T04:14:14+00:00,30,,converted_ocr/Review/Unreadable/2018 - thesis_or_dissertation_2.pdf - 2018 - thesis_or_dissertation_2.pdf.pdf - 2018 - thesis_or_dissertation_2.pdf - 20__3d8e21769a06.md,,10.1177/0008429817710971,,ok,
Review/Unreadable/2018 - thesis_or_dissertation_3.pdf - 2018 - thesis_or_dissertation_3.pdf.pdf - 2018 - thesis_or_dissertation_3.pdf - 2018 - thesis_or_dissertation_3.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2018 - thesis_or_dissertation_3.pdf - 2018 - thesis_or_dissertation_3.pdf.pdf - 2018 - thesis_or_dissertation_3.pdf - 2018 - thesis_or_dissertation_3.pdf.pdf.pdf,.pdf,327500,2018-03-06T09:53:06+00:00,12,,converted_ocr/Review/Unreadable/2018 - thesis_or_dissertation_3.pdf - 2018 - thesis_or_dissertation_3.pdf.pdf - 2018 - thesis_or_dissertation_3.pdf - 20__ec8ac654ceb3.md,,10.1558/pome.v15i12.1,,ok,
Review/Unreadable/2018 - thesis_or_dissertation_4.pdf - 2018 - thesis_or_dissertation_4.pdf.pdf - 2018 - thesis_or_dissertation_4.pdf - 2018 - thesis_or_dissertation_4.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2018 - thesis_or_dissertation_4.pdf - 2018 - thesis_or_dissertation_4.pdf.pdf - 2018 - thesis_or_dissertation_4.pdf - 2018 - thesis_or_dissertation_4.pdf.pdf.pdf,.pdf,303907,2018-02-19T23:19:04+00:00,1,,converted_ocr/Review/Unreadable/2018 - thesis_or_dissertation_4.pdf - 2018 - thesis_or_dissertation_4.pdf.pdf - 2018 - thesis_or_dissertation_4.pdf - 20__e2a0440a0182.md,,,,ok,
Review/Unreadable/2018 - thesis_or_dissertation_5.pdf - 2018 - thesis_or_dissertation_5.pdf.pdf - 2018 - thesis_or_dissertation_5.pdf - 2018 - thesis_or_dissertation_5.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2018 - thesis_or_dissertation_5.pdf - 2018 - thesis_or_dissertation_5.pdf.pdf - 2018 - thesis_or_dissertation_5.pdf - 2018 - thesis_or_dissertation_5.pdf.pdf.pdf,.pdf,100443,2018-02-23T21:12:00+00:00,2,,converted_ocr/Review/Unreadable/2018 - thesis_or_dissertation_5.pdf - 2018 - thesis_or_dissertation_5.pdf.pdf - 2018 - thesis_or_dissertation_5.pdf - 20__fc9a7b0e7173.md,,,,ok,
Review/Unreadable/2018 - thesis_or_dissertation_6.pdf - 2018 - thesis_or_dissertation_6.pdf.pdf - 2018 - thesis_or_dissertation_6.pdf - 2018 - thesis_or_dissertation_6.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2018 - thesis_or_dissertation_6.pdf - 2018 - thesis_or_dissertation_6.pdf.pdf - 2018 - thesis_or_dissertation_6.pdf - 2018 - thesis_or_dissertation_6.pdf.pdf.pdf,.pdf,1400154,2021-12-05T20:20:56+00:00,62,,converted_ocr/Review/Unreadable/2018 - thesis_or_dissertation_6.pdf - 2018 - thesis_or_dissertation_6.pdf.pdf - 2018 - thesis_or_dissertation_6.pdf - 20__91659e127da6.md,,,,ok,
Review/Unreadable/2019 - audit_or_assessment [2].docx - 2019 - audit_or_assessment [2].docx.docx - 2019 - audit_or_assessment [2].docx - 2019 - audit_or_assessment [2].docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2019 - audit_or_assessment [2].docx - 2019 - audit_or_assessment [2].docx.docx - 2019 - audit_or_assessment [2].docx - 2019 - audit_or_assessment [2].docx.docx.docx,.docx,36816,2026-02-08T03:32:28+00:00,0,,converted_ocr/Review/Unreadable/2019 - audit_or_assessment [2].docx - 2019 - audit_or_assessment [2].docx.docx - 2019 - audit_or_assessment [2].docx - 2__7f16dd7dd816.md,,,,ok,
Review/Unreadable/2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx - 2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx - 2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx.docx,.docx,36816,2026-02-08T03:53:04+00:00,0,,converted_ocr/Review/Unreadable/2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx - 2019 - audit_or_assessment.docx - 2019 - audit_or_assessment.docx.docx.docx.md,,,,ok,
Review/Unreadable/2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf - 2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf - 2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf.pdf,.pdf,2096197,2026-02-09T13:19:48+00:00,222,,converted_ocr/Review/Unreadable/2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf - 2019 - book_or_monograph.pdf - 2019 - book_or_monograph.pdf.pdf.pdf.md,,,9781478005858;9781478006510;9781478007227,ok,
"Review/Unreadable/2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf - 2019 - HOW TO C - 2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf - 2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf.pdf.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf - 2019 - HOW TO C - 2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf - 2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf.pdf.pdf",.pdf,35820,2019-06-26T03:42:00+00:00,1,,"converted_ocr/Review/Unreadable/2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT,.pdf - 2019 - HOW TO C - 2019 - HOW TO COMPLETE THE RECORD OF EMPLOYMENT__59a4c359b372.md",,,,ok,
"Review/Unreadable/2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf - 2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf - 2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf.pdf",.pdf,598574,2021-12-05T22:57:14+00:00,17,,"converted_ocr/Review/Unreadable/2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf - 2019 - ILCEA, 31 2018.pdf - 2019 - ILCEA, 31 2018.pdf.pdf.pdf.md",,10.4000/ilcea.4677,,ok,
Review/Unreadable/2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf - 2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf - 2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf.pdf,.pdf,7391,2018-12-10T01:07:58+00:00,1,,converted_ocr/Review/Unreadable/2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf - 2019 - information_PCU.pdf - 2019 - information_PCU.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf - 2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf - 2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf.pdf,.pdf,83141,2026-02-12T19:00:20+00:00,7,,converted_ocr/Review/Unreadable/2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf - 2019 - journal_article.pdf - 2019 - journal_article.pdf.pdf.pdf.md,,10.1080/1369118X.2019.1609544,9781526436917;9781526436924,ok,
Review/Unreadable/2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin - 2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin - 2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf.pdf.pdf,.pdf,95197,2019-07-16T20:17:52+00:00,1,[1],converted_ocr/Review/Unreadable/2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin - 2019 - Martin Lepage - 08-2019-signed - ocr_nee__8637c455cf53.md,text/Review/Unreadable/2019 - Martin Lepage - 08-2019-signed - ocr_needed.pdf - 2019 - Martin - 2019 - Martin Lepage - 08-2019-signed - ocr_nee__8637c455cf53.ocr.txt,,,ok,
"Review/Unreadable/2019 - Martin Lepage - 2019, CRIDAQ.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf.pdf.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - 2019, CRIDAQ.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf.pdf.pdf",.pdf,118954,2018-01-14T02:56:22+00:00,3,,"converted_ocr/Review/Unreadable/2019 - Martin Lepage - 2019, CRIDAQ.pdf - 2019 - Martin Lepage - 2019, CRIDAQ.pdf.pdf - 2019 - Martin Lepage - 2019, CRI__0aafde77318d.md",,,,ok,
"Review/Unreadable/2019 - Martin Lepage - Bibliographie, bourses postdoctorales CRSH 2018 - 2019 - Martin Lepage - Bibliographie, bourses postdoctorales CRSH 2018-2019 LEPAGE, MARTIN # 223356.pdf - 2019 - Martin Lepage - Bibliog.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - Bibliographie, bourses postdoctorales CRSH 2018 - 2019 - Martin Lepage - Bibliographie, bourses postdoctorales CRSH 2018-2019 LEPAGE, MARTIN # 223356.pdf - 2019 - Martin Lepage - Bibliog.pdf",.pdf,189623,2017-09-17T07:11:16+00:00,7,,"converted_ocr/Review/Unreadable/2019 - Martin Lepage - Bibliographie, bourses postdoctorales CRSH 2018 - 2019 - Martin Lepage - Bibliographie, bourses p__e217a02256ee.md",,10.1177/0008429817710971;10.1558/pome.v12i2.159;10.1558/pome.v15i1-2.79;10.4000/gss.1722;10.4000/gss.1849,,ok,
Review/Unreadable/2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf - 2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf - 2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf.pdf,.pdf,1575153,2019-11-25T20:36:24+00:00,2,"[1, 2]",converted_ocr/Review/Unreadable/2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf - 2019 - Martin Lepage - ocr_needed.pd__0cbfdbdea867.md,text/Review/Unreadable/2019 - Martin Lepage - ocr_needed.pdf - 2019 - Martin Lepage - ocr_needed.pdf.pdf - 2019 - Martin Lepage - ocr_needed.pd__0cbfdbdea867.ocr.txt,,,ok,
Review/Unreadable/2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf.pdf,.pdf,1645800,2019-11-25T20:38:48+00:00,2,"[1, 2]",converted_ocr/Review/Unreadable/2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf - 2019 - Martin Lepage - ocr_neede__6a14c5c044c2.md,text/Review/Unreadable/2019 - Martin Lepage - ocr_needed_1.pdf - 2019 - Martin Lepage - ocr_needed_1.pdf.pdf - 2019 - Martin Lepage - ocr_neede__6a14c5c044c2.ocr.txt,,,ok,
"Review/Unreadable/2019 - Martin Lepage - Plan de travail, bourses postdoctorales CRSH 20 - 2019 - Martin Lepage - Plan de travail, bourses postdoctorales CRSH 2018-2019 LEPAGE, MARTIN # 223356.pdf - 2019 - Martin Lepage - Plan.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - Plan de travail, bourses postdoctorales CRSH 20 - 2019 - Martin Lepage - Plan de travail, bourses postdoctorales CRSH 2018-2019 LEPAGE, MARTIN # 223356.pdf - 2019 - Martin Lepage - Plan.pdf",.pdf,138938,2017-09-18T00:04:28+00:00,4,,"converted_ocr/Review/Unreadable/2019 - Martin Lepage - Plan de travail, bourses postdoctorales CRSH 20 - 2019 - Martin Lepage - Plan de travail, bourses__196d721e7355.md",,,,ok,
Review/Unreadable/2019 - Martin Lepage - TITLE of Research Project.docx - 2019 - Martin - 2019 - Martin Lepage - TITLE of Research Project.docx - 2019 - Martin Lepage - TITLE of Research Project.docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2019 - Martin Lepage - TITLE of Research Project.docx - 2019 - Martin - 2019 - Martin Lepage - TITLE of Research Project.docx - 2019 - Martin Lepage - TITLE of Research Project.docx.docx.docx,.docx,30276,2025-10-12T02:13:36+00:00,0,,converted_ocr/Review/Unreadable/2019 - Martin Lepage - TITLE of Research Project.docx - 2019 - Martin - 2019 - Martin Lepage - TITLE of Research Project__92eae3b7bde5.md,,10.1016/S2352-3018;10.1016/S2352-3018(22)00124-2;10.1016/j.drugpo.2016.10.007;10.1016/j.drugpo.2018.11.014;10.1108/DAT-10-2018-0058;10.1177/1049732309333018;10.1177/1363460720986922;10.1177/1363460721995467;10.22514/jomh.2022.003;10.7202/1062117ar,,ok,
"Review/Unreadable/2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf - 2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf.pdf","/mnt/d/LIBRARY/Review/Unreadable/2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf - 2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf.pdf",.pdf,300296,2020-04-28T02:44:46+00:00,16,,"converted_ocr/Review/Unreadable/2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf - 2019 - Methodos, 2 2002.pdf - 2019 - Methodos, 2 2002.pdf.pdf.pdf.md",,10.4000/methodos.90,,ok,
Review/Unreadable/2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf - 2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf - 2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf.pdf,.pdf,674367,2026-02-09T13:17:00+00:00,13,,converted_ocr/Review/Unreadable/2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf - 2019 - Polarization versus.pdf - 2019 - Polarization versus.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx - 2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx - 2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx.docx,.docx,30675,2026-01-25T23:40:46+00:00,0,,converted_ocr/Review/Unreadable/2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx - 2019 - policy_or_guidance.docx - 2019 - policy_or_guidance.docx.docx.docx.md,,,,ok,
Review/Unreadable/2019 - Sergei Guriev and Daniel Treisman.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Sergei Guriev and Daniel Treisman.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf.pdf.pdf,.pdf,1210694,2026-02-09T21:25:12+00:00,47,,converted_ocr/Review/Unreadable/2019 - Sergei Guriev and Daniel Treisman.pdf - 2019 - Sergei Guriev and Daniel Treisman.pdf.pdf - 2019 - Sergei Guriev a__d3c51ceb348d.md,,,,ok,
Review/Unreadable/2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf - 2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf - 2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf.pdf,.pdf,381274,2019-07-16T23:11:40+00:00,2,,converted_ocr/Review/Unreadable/2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf - 2019 - tax_or_finance.pdf - 2019 - tax_or_finance.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf - 2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf - 2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf.pdf,.pdf,185008,2025-05-26T03:57:16+00:00,5,,converted_ocr/Review/Unreadable/2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf - 2019 - thesis_or_dissertation.pdf - 2019 - thesis_or_dissertation.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2019 - thesis_or_dissertation_1.pdf - 2019 - thesis_or_dissertation_1.pdf.pdf - 2019 - thesis_or_dissertation_1.pdf - 2019 - thesis_or_dissertation_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - thesis_or_dissertation_1.pdf - 2019 - thesis_or_dissertation_1.pdf.pdf - 2019 - thesis_or_dissertation_1.pdf - 2019 - thesis_or_dissertation_1.pdf.pdf.pdf,.pdf,223950,2019-06-14T16:18:32+00:00,7,,converted_ocr/Review/Unreadable/2019 - thesis_or_dissertation_1.pdf - 2019 - thesis_or_dissertation_1.pdf.pdf - 2019 - thesis_or_dissertation_1.pdf - 20__c02698da323e.md,,,,ok,
Review/Unreadable/2019 - Traditions and Trajectories in the Historiography of European W - 2019 - Traditions and Trajectories in the Historiography of European Witch Hunting.pdf - 2019 - Traditions and Trajectories in the Histo.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Traditions and Trajectories in the Historiography of European W - 2019 - Traditions and Trajectories in the Historiography of European Witch Hunting.pdf - 2019 - Traditions and Trajectories in the Histo.pdf,.pdf,457246,2021-12-05T00:23:16+00:00,41,,converted_ocr/Review/Unreadable/2019 - Traditions and Trajectories in the Historiography of European W - 2019 - Traditions and Trajectories in the Histo__1f6d3cbb7bf2.md,,10.1111/j.1478-0542.2006.00310.x,,ok,
Review/Unreadable/2019 - Transforming Acquisitions and Collection Services.pdf - 2019 - 2019 - Transforming Acquisitions and Collection Services.pdf - 2019 - Transforming Acquisitions and Collection Services.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2019 - Transforming Acquisitions and Collection Services.pdf - 2019 - 2019 - Transforming Acquisitions and Collection Services.pdf - 2019 - Transforming Acquisitions and Collection Services.pdf.pdf.pdf,.pdf,2449935,2026-02-17T22:55:46+00:00,458,,converted_ocr/Review/Unreadable/2019 - Transforming Acquisitions and Collection Services.pdf - 2019 - 2019 - Transforming Acquisitions and Collection Se__dc1b490e00e3.md,,,,ok,
Review/Unreadable/2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf - 2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf - 2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf.pdf,.pdf,2013773,2020-03-28T12:47:54+00:00,252,,converted_ocr/Review/Unreadable/2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf - 2020 - book_or_monograph.pdf - 2020 - book_or_monograph.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf - 2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf - 2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf.pdf,.pdf,257654,2026-02-09T21:24:40+00:00,4,,converted_ocr/Review/Unreadable/2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf - 2020 - book_or_monograph_1.pdf - 2020 - book_or_monograph_1.pdf.pdf.pdf.md,,,9781524762940,ok,
Review/Unreadable/2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf - 2020 - Crof - 2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf - 2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf - 2020 - Crof - 2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf - 2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf.pdf.pdf,.pdf,305196,2021-12-23T22:22:26+00:00,18,,converted_ocr/Review/Unreadable/2020 - Croft - Slayage 18.1.docx - legal_or_contract.pdf - 2020 - Crof - 2020 - Croft - Slayage 18.1.docx - legal_or_con__9713481cea8b.md,,,,ok,
Review/Unreadable/2020 - Death as a Gift in Whedon and Tolkien August.docx - thesis_or_d - 2020 - Death as a Gift in Whedon and Tolkien August.docx - thesis_or_dissertation.pdf - 2020 - Death as a Gift in Whedon and Tolkien Aug.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - Death as a Gift in Whedon and Tolkien August.docx - thesis_or_d - 2020 - Death as a Gift in Whedon and Tolkien August.docx - thesis_or_dissertation.pdf - 2020 - Death as a Gift in Whedon and Tolkien Aug.pdf,.pdf,248989,2021-12-23T22:21:00+00:00,16,,converted_ocr/Review/Unreadable/2020 - Death as a Gift in Whedon and Tolkien August.docx - thesis_or_d - 2020 - Death as a Gift in Whedon and Tolkien Au__4aca5b0fd803.md,,,,ok,
Review/Unreadable/2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf - 2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf - 2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf.pdf,.pdf,668315,2026-03-01T11:14:02+00:00,18,,converted_ocr/Review/Unreadable/2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf - 2020 - journal_article.pdf - 2020 - journal_article.pdf.pdf.pdf.md,,10.4102/td.v16i1.758,,ok,
Review/Unreadable/2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf - 2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf - 2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf.pdf,.pdf,287914,2022-01-05T15:54:20+00:00,20,,converted_ocr/Review/Unreadable/2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf - 2020 - journal_article_1.pdf - 2020 - journal_article_1.pdf.pdf.pdf.md,,10.4000/gss.6006,,ok,
Review/Unreadable/2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf - 2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf - 2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf.pdf,.pdf,33496,2020-01-30T00:21:26+00:00,1,,converted_ocr/Review/Unreadable/2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf - 2020 - KENOGAMI.pdf - 2020 - KENOGAMI.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx - 2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx - 2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx.docx,.docx,634490,2025-10-19T16:59:46+00:00,0,,converted_ocr/Review/Unreadable/2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx - 2020 - legal_or_contract.docx - 2020 - legal_or_contract.docx.docx.docx.md,,,,ok,
Review/Unreadable/2020 - Martin Lepage - Publications - thesis_or_dissertation.docx - 20 - 2020 - Martin Lepage - Publications - thesis_or_dissertation.docx - 2020 - Martin Lepage - Publications - thesis_or_dissertation.docx.d.docx,/mnt/d/LIBRARY/Review/Unreadable/2020 - Martin Lepage - Publications - thesis_or_dissertation.docx - 20 - 2020 - Martin Lepage - Publications - thesis_or_dissertation.docx - 2020 - Martin Lepage - Publications - thesis_or_dissertation.docx.d.docx,.docx,38005,2025-08-03T02:07:30+00:00,0,,converted_ocr/Review/Unreadable/2020 - Martin Lepage - Publications - thesis_or_dissertation.docx - 20 - 2020 - Martin Lepage - Publications - thesis_or__c74b1c81826e.md,,,,ok,
