rel_path,abs_path,ext,size_bytes,mtime_utc,pages_total,pages_ocrd,converted_md,ocr_text,doi,isbn,status,error
Review/Unreadable/2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf - 2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf - 2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf.pdf,.pdf,261761,2016-09-29T18:37:10+00:00,1,[1],converted_ocr/Review/Unreadable/2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf - 2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf - 2016 - ocr_needed_3.pdf - 2016 - ocr_needed_3.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf - 2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf - 2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf.pdf,.pdf,468807,2016-09-19T19:12:20+00:00,2,"[1, 2]",converted_ocr/Review/Unreadable/2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf - 2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf - 2016 - ocr_needed_4.pdf - 2016 - ocr_needed_4.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf - 2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf - 2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf.pdf,.pdf,3997657,2016-09-11T05:15:52+00:00,9,"[1, 9]",converted_ocr/Review/Unreadable/2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf - 2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf - 2016 - ocr_needed_5.pdf - 2016 - ocr_needed_5.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf - 2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf - 2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf.pdf,.pdf,198294,2016-09-02T16:35:32+00:00,1,[1],converted_ocr/Review/Unreadable/2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf - 2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf - 2016 - ocr_needed_6.pdf - 2016 - ocr_needed_6.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf - 2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf - 2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf.pdf,.pdf,302817,2016-09-19T18:43:50+00:00,1,[1],converted_ocr/Review/Unreadable/2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf - 2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf - 2016 - ocr_needed_7.pdf - 2016 - ocr_needed_7.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf - 2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf - 2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf.pdf,.pdf,703169,2016-09-19T19:07:44+00:00,1,[1],converted_ocr/Review/Unreadable/2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf - 2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf - 2016 - ocr_needed_8.pdf - 2016 - ocr_needed_8.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf - 2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf - 2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf.pdf,.pdf,341595,2016-09-19T19:08:18+00:00,1,[1],converted_ocr/Review/Unreadable/2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf - 2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf.pdf.md,text/Review/Unreadable/2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf - 2016 - ocr_needed_9.pdf - 2016 - ocr_needed_9.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf - 2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf - 2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf.pdf,.pdf,4423747,2017-12-03T04:04:00+00:00,15,"[1, 15]",converted_ocr/Review/Unreadable/2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf - 2016 - PluralismandRadic__8cdc6a86f722.md,text/Review/Unreadable/2016 - PluralismandRadical - ocr_needed.pdf - 2016 - PluralismandRadical - ocr_needed.pdf.pdf - 2016 - PluralismandRadic__8cdc6a86f722.ocr.txt,,,ok,
Review/Unreadable/2016 - report.pdf - 2016 - report.pdf.pdf - 2016 - report.pdf - 2016 - report.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - report.pdf - 2016 - report.pdf.pdf - 2016 - report.pdf - 2016 - report.pdf.pdf.pdf,.pdf,52163,2016-09-29T23:34:38+00:00,3,,converted_ocr/Review/Unreadable/2016 - report.pdf - 2016 - report.pdf.pdf - 2016 - report.pdf - 2016 - report.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2016 - review.pdf - 2016 - review.pdf.pdf - 2016 - review.pdf - 2016 - review.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - review.pdf - 2016 - review.pdf.pdf - 2016 - review.pdf - 2016 - review.pdf.pdf.pdf,.pdf,1890699,2026-02-26T21:54:38+00:00,64,,converted_ocr/Review/Unreadable/2016 - review.pdf - 2016 - review.pdf.pdf - 2016 - review.pdf - 2016 - review.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf - 2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf - 2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf.pdf,.pdf,70294,2026-02-10T11:46:56+00:00,3,,converted_ocr/Review/Unreadable/2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf - 2016 - SAGE Reference.pdf - 2016 - SAGE Reference.pdf.pdf.pdf.md,,10.4135/9781483376493.n307,9781483376493;9781483376516,ok,
Review/Unreadable/2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf - 2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf - 2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf.pdf,.pdf,91339,2017-01-17T19:49:06+00:00,15,,converted_ocr/Review/Unreadable/2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf - 2016 - thesis_or_dissertation.pdf - 2016 - thesis_or_dissertation.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2016 - thesis_or_dissertation_1.pdf - 2016 - thesis_or_dissertation_1.pdf.pdf - 2016 - thesis_or_dissertation_1.pdf - 2016 - thesis_or_dissertation_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2016 - thesis_or_dissertation_1.pdf - 2016 - thesis_or_dissertation_1.pdf.pdf - 2016 - thesis_or_dissertation_1.pdf - 2016 - thesis_or_dissertation_1.pdf.pdf.pdf,.pdf,2303328,2022-09-14T01:47:12+00:00,443,,converted_ocr/Review/Unreadable/2016 - thesis_or_dissertation_1.pdf - 2016 - thesis_or_dissertation_1.pdf.pdf - 2016 - thesis_or_dissertation_1.pdf - 20__0d6265b27f5c.md,,,,ok,
Review/Unreadable/2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf - 2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf - 2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf.pdf,.pdf,3035725,2017-09-16T05:20:06+00:00,10,"[1, 10]",converted_ocr/Review/Unreadable/2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf - 2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf.pdf.md,text/Review/Unreadable/2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf - 2017 - 1 - ocr_needed.pdf - 2017 - 1 - ocr_needed.pdf.pdf.pdf.ocr.txt,,,ok,
Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [2].pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf.pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [2].pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf.pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf.pdf.pdf,.pdf,19891,2025-10-16T21:53:14+00:00,1,,converted_ocr/Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [2].pdf - 2017 - 10522570 NAM LEPM84092617 [2].pdf.pdf - 2017 - 10522570 NAM LEPM840926__bd1d5d7a1502.md,,,,ok,
Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [3].pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf.pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [3].pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf.pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf.pdf.pdf,.pdf,521532,2025-10-16T22:07:04+00:00,3,,converted_ocr/Review/Unreadable/2017 - 10522570 NAM LEPM84092617 [3].pdf - 2017 - 10522570 NAM LEPM84092617 [3].pdf.pdf - 2017 - 10522570 NAM LEPM840926__222b9c9a3da4.md,,,,ok,
Review/Unreadable/2017 - 10522570 NAM LEPM84092617.pdf - 2017 - 10522570 NAM LEPM84092617.pdf.pdf - 2017 - 10522570 NAM LEPM84092617.pdf - 2017 - 10522570 NAM LEPM84092617.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - 10522570 NAM LEPM84092617.pdf - 2017 - 10522570 NAM LEPM84092617.pdf.pdf - 2017 - 10522570 NAM LEPM84092617.pdf - 2017 - 10522570 NAM LEPM84092617.pdf.pdf.pdf,.pdf,19841,2025-10-16T22:05:38+00:00,1,,converted_ocr/Review/Unreadable/2017 - 10522570 NAM LEPM84092617.pdf - 2017 - 10522570 NAM LEPM84092617.pdf.pdf - 2017 - 10522570 NAM LEPM84092617.pdf -__c4e0fe636a73.md,,,,ok,
Review/Unreadable/2017 - 356.pdf - 2017 - 356.pdf.pdf - 2017 - 356.pdf - 2017 - 356.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - 356.pdf - 2017 - 356.pdf.pdf - 2017 - 356.pdf - 2017 - 356.pdf.pdf.pdf,.pdf,80205,2026-02-12T22:04:46+00:00,4,,converted_ocr/Review/Unreadable/2017 - 356.pdf - 2017 - 356.pdf.pdf - 2017 - 356.pdf - 2017 - 356.pdf.pdf.pdf.md,,10.7340/anuac2239-625X-2921,,ok,
Review/Unreadable/2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx - job_applicat - 2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx - job_application.pdf - 2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx - job_applicat - 2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx - job_application.pdf - 2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx.pdf,.pdf,155774,2017-05-15T17:30:08+00:00,4,,converted_ocr/Review/Unreadable/2017 - ANNEXE H FR - CU 53 avec changement par. 11.docx - job_applicat - 2017 - ANNEXE H FR - CU 53 avec changement par.__1195bd272c9d.md,,,,ok,
"Review/Unreadable/2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL AFFAIRS.p - 2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL AFFAIRS.pdf - 2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL.pdf","/mnt/d/LIBRARY/Review/Unreadable/2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL AFFAIRS.p - 2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL AFFAIRS.pdf - 2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL.pdf",.pdf,1090592,2017-01-03T02:26:04+00:00,22,,"converted_ocr/Review/Unreadable/2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL AND CULTURAL AFFAIRS.p - 2017 - BELGIAN OFFICE FOR SCIENTIFIC, TECHNICAL__dfb8b9436b46.md",,10.1558/pome.v15i1-2.79,,ok,
Review/Unreadable/2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf - 2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf - 2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf.pdf,.pdf,46081,2017-09-29T07:51:50+00:00,1,,converted_ocr/Review/Unreadable/2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf - 2017 - book_chapter.pdf - 2017 - book_chapter.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf - 2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf - 2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf.pdf,.pdf,3254492,2026-02-26T21:59:50+00:00,380,,converted_ocr/Review/Unreadable/2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf - 2017 - book_or_monograph.pdf - 2017 - book_or_monograph.pdf.pdf.pdf.md,,,,ok,
"Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Martin Lepage 1984 09 26,M,LEPM8 [2].pdf - 2017 - Ces donnees sont extr.pdf","/mnt/d/LIBRARY/Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Martin Lepage 1984 09 26,M,LEPM8 [2].pdf - 2017 - Ces donnees sont extr.pdf",.pdf,19926,2025-10-16T21:52:38+00:00,1,,converted_ocr/Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SA__b04cfcf0d314.md,,,,ok,
"Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Martin Lepage 1984 09 26,M,LEPM8.pdf - 2017 - Ces donnees sont extraite.pdf","/mnt/d/LIBRARY/Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Martin Lepage 1984 09 26,M,LEPM8.pdf - 2017 - Ces donnees sont extraite.pdf",.pdf,19877,2025-10-16T22:06:00+00:00,1,,converted_ocr/Review/Unreadable/2017 - Ces donnees sont extraites du DOSSIER SANTE QUEBEC (DSQ). Marti - 2017 - Ces donnees sont extraites du DOSSIER SA__be71d1c35a9c.md,,,,ok,
Review/Unreadable/2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf - 2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf - 2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf.pdf,.pdf,196552,2017-05-13T18:58:52+00:00,2,,converted_ocr/Review/Unreadable/2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf - 2017 - correspondence.pdf - 2017 - correspondence.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf - 2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf - 2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf.pdf,.pdf,758951,2017-01-09T17:49:48+00:00,2,,converted_ocr/Review/Unreadable/2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf - 2017 - correspondence_1.pdf - 2017 - correspondence_1.pdf.pdf.pdf.md,,,,ok,
"Review/Unreadable/2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleksandra The - 2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleksandra The.pdf - 2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleks.pdf","/mnt/d/LIBRARY/Review/Unreadable/2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleksandra The - 2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleksandra The.pdf - 2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleks.pdf",.pdf,165055,2026-02-10T11:41:30+00:00,6,,"converted_ocr/Review/Unreadable/2017 - Douglas, Karen, Sutton, Robbie M. and Cichocka, Aleksandra The - 2017 - Douglas, Karen, Sutton, Robbie M. and Cic__cdeb51ae0a83.md",,10.1002/ejsp.2308;10.1177/0963721417718261;10.1371/journal;10.3389/fpsyg.2013.00225;10.3389/fpsyg.2013.00378,,ok,
Review/Unreadable/2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf - 2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf - 2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf.pdf,.pdf,115039,2017-08-10T15:08:32+00:00,10,,converted_ocr/Review/Unreadable/2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf - 2017 - EDITORIAL INTRODUCTION.pdf - 2017 - EDITORIAL INTRODUCTION.pdf.pdf.pdf.md,,10.1017/S1742058X13000349,,ok,
"Review/Unreadable/2017 - IN Louvain Lepage, Research project.pdf - 2017 .pdf","/mnt/d/LIBRARY/Review/Unreadable/2017 - IN Louvain Lepage, Research project.pdf - 2017 .pdf",.pdf,239916,2017-01-03T01:44:08+00:00,5,,"converted_ocr/Review/Unreadable/2017 - IN Louvain Lepage, Research project.pdf - 2017 .pdf.md",,,,ok,
Review/Unreadable/2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf - 2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf - 2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf.pdf,.pdf,3367575,2026-02-10T11:46:16+00:00,109,,converted_ocr/Review/Unreadable/2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf - 2017 - INFORMATION DISORDER.pdf - 2017 - INFORMATION DISORDER.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2017 - job_application.pdf - 2017 - job_application.pdf.pdf - 2017 - job_application.pdf - 2017 - job_application.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - job_application.pdf - 2017 - job_application.pdf.pdf - 2017 - job_application.pdf - 2017 - job_application.pdf.pdf.pdf,.pdf,104131,2017-05-25T20:37:36+00:00,2,,converted_ocr/Review/Unreadable/2017 - job_application.pdf - 2017 - job_application.pdf.pdf - 2017 - job_application.pdf - 2017 - job_application.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf - 2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf - 2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf.pdf,.pdf,288650,2017-05-25T15:40:12+00:00,2,,converted_ocr/Review/Unreadable/2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf - 2017 - job_application_1.pdf - 2017 - job_application_1.pdf.pdf.pdf.md,,,,ok,
Review/Unreadable/2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf - 201 - 2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf - 2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf - 201 - 2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf - 2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf.pdf.pdf,.pdf,1756712,2026-02-17T10:04:38+00:00,21,,converted_ocr/Review/Unreadable/2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Greenhalgh et al.pdf - 201 - 2017 - JOURNAL OF MEDICAL INTERNET RESEARCH Gre__90abd5589c95.md,,10.1007/BF00141934;10.1007/s10464-009-9229-9;10.1007/s10606-005-9001-0;10.1007/s10606-006-9037-9;10.1016/S0140-6736(11)61229-4;10.1016/j.jacbts.2016.06.003;10.1016/j.otc.2011.08.011;10.1080/09537320310001601504;10.1111/j.1467-9566.2007.01032.x;10.1111/j.1468-0009.2012.00673.x;10.1111/j.1552-6909.2012.01399.x;10.1177/001872678704000303;10.1177/1555343416652524;10.1186/1748-5908-8-117;10.1207/S15327051HCI1523_5;10.1287/isre.3.1.60;10.1287/orsc.11.6.611.12529;10.1287/orsc.3.3.398;10.2196/jmir.1633;10.2196/jmir.8775,,ok,
Review/Unreadable/2017 - journal_article.docx - 2017 - journal_article.docx.docx - 2017 - journal_article.docx - 2017 - journal_article.docx.docx.docx,/mnt/d/LIBRARY/Review/Unreadable/2017 - journal_article.docx - 2017 - journal_article.docx.docx - 2017 - journal_article.docx - 2017 - journal_article.docx.docx.docx,.docx,69050,2026-02-23T22:19:06+00:00,0,,converted_ocr/Review/Unreadable/2017 - journal_article.docx - 2017 - journal_article.docx.docx - 2017 - journal_article.docx - 2017 - journal_article.docx.docx.docx.md,,10.3983/twc.2023.2200,,ok,
Review/Unreadable/2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf - 2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf - 2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf.pdf,.pdf,2464655,2017-08-12T12:30:30+00:00,19,,converted_ocr/Review/Unreadable/2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf - 2017 - journal_article.pdf - 2017 - journal_article.pdf.pdf.pdf.md,,10.1080/01419870.2015.1103880,,ok,
Review/Unreadable/2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf - 2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf.pdf,/mnt/d/LIBRARY/Review/Unreadable/2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf - 2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf.pdf,.pdf,3924205,2026-02-25T23:50:48+00:00,24,,converted_ocr/Review/Unreadable/2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf - 2017 - journal_article_1.pdf - 2017 - journal_article_1.pdf.pdf.pdf.md,,10.1016/j.giq.2024.101929,,ok,
