source,root,path,name,ext,is_dir,size,modified,topic,normalized_stem
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build,build,,True,0,2026-04-11T05:23:53.524259-04:00,pharos,build
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/dist,dist,,True,0,2026-04-11T05:24:18.358296-04:00,pharos,dist
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/dashboard.html,dashboard.html,.html,False,34805,2026-04-08T23:35:38.895173-04:00,pharos,dashboard
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/Manus Project Dashboard.html,Manus Project Dashboard.html,.html,False,56047,2026-04-10T00:43:52.123292-04:00,pharos,manus project dashboard
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/requirements.txt,requirements.txt,.txt,False,32,2026-04-08T07:22:12.495071-04:00,pharos,requirements
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES,HERMES,,True,0,2026-04-11T05:23:22.007887-04:00,pharos,hermes
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES_debug,HERMES_debug,,True,0,2026-04-11T05:24:19.335275-04:00,pharos,hermes debug
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES/localpycs,localpycs,,True,0,2026-04-11T05:23:16.185292-04:00,pharos,localpycs
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES/warn-HERMES.txt,warn-HERMES.txt,.txt,False,16838,2026-04-11T05:23:15.972445-04:00,pharos,warn hermes
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES/xref-HERMES.html,xref-HERMES.html,.html,False,993996,2026-04-11T05:23:16.087377-04:00,pharos,xref hermes
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES_debug/localpycs,localpycs,,True,0,2026-04-11T05:24:14.493656-04:00,pharos,localpycs
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES_debug/warn-HERMES_debug.txt,warn-HERMES_debug.txt,.txt,False,16838,2026-04-11T05:24:14.347008-04:00,pharos,warn hermes debug
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/Hermes Dashboard/build/HERMES_debug/xref-HERMES_debug.html,xref-HERMES_debug.html,.html,False,993996,2026-04-11T05:24:14.455280-04:00,pharos,xref hermes debug
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/scripts,scripts,,True,0,2026-04-14T14:15:23.755730-04:00,other,scripts
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/services,services,,True,0,2026-04-14T14:15:23.761777-04:00,other,services
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault,vault,,True,0,2026-04-14T14:15:23.834439-04:00,other,vault
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/{vault,{vault,,True,0,2026-04-14T14:15:23.690257-04:00,other,vault
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/README.md,README.md,.md,False,4273,2026-04-14T14:05:58-04:00,other,readme
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/raw,raw,,True,0,2026-04-14T14:15:23.804007-04:00,other,raw
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/skills,skills,,True,0,2026-04-14T14:15:23.824714-04:00,other,skills
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/wiki,wiki,,True,0,2026-04-14T14:15:23.794715-04:00,other,wiki
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/CLAUDE.md,CLAUDE.md,.md,False,2101,2026-04-14T14:03:55-04:00,other,claude
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/raw/README.md,README.md,.md,False,275,2026-04-14T14:03:59-04:00,other,readme
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/skills/README.md,README.md,.md,False,340,2026-04-14T14:04:07-04:00,other,readme
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/skills/skill-synthesis.md,skill-synthesis.md,.md,False,1056,2026-04-14T14:04:15-04:00,other,skill synthesis
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/wiki/hub-projects.md,hub-projects.md,.md,False,394,2026-04-14T14:05:32-04:00,other,hub projects
local,/mnt/c/Users/softinfo/Desktop,/mnt/c/Users/softinfo/Desktop/personal-assistant/vault/wiki/README.md,README.md,.md,False,386,2026-04-14T14:04:04-04:00,other,readme
local,/mnt/c/Users/softinfo/Desktop,"/mnt/c/Users/softinfo/Desktop/personal-assistant/{vault/{raw,wiki,skills,archive},rag,mem,scripts,services}","{raw,wiki,skills,archive},rag,mem,scripts,services}",,True,0,2026-04-14T14:15:23.690257-04:00,other,raw wiki skills archive rag mem scripts services
