source,root,path,name,ext,is_dir,size,modified,topic,normalized_stem
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/.tmp.driveupload,.tmp.driveupload,,True,0,2026-04-16T23:18:06.442315-04:00,other,tmp
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/AI GOVERNANCE LIBRARY,AI GOVERNANCE LIBRARY,,True,0,2026-03-29T18:32:25.946478-04:00,ai_governance,ai governance library
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/BRAINiaC,BRAINiaC,,True,0,2026-04-18T21:44:17.029293-04:00,other,brainiac
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/bundle,bundle,,True,0,2026-03-28T18:41:10.250065-04:00,other,bundle
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Claude,Claude,,True,0,2026-04-04T04:04:10.872692-04:00,other,claude
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/claude-md-snapshots,claude-md-snapshots,,True,0,2026-04-05T21:25:22.387119-04:00,other,claude md snapshots
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/CVs,CVs,,True,0,2026-04-15T02:45:31.297409-04:00,other,cvs
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Dadroit JSON Generator,Dadroit JSON Generator,,True,0,2026-03-03T18:09:38.642061-05:00,other,dadroit json generator
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Droits de la personne-CALIAN,Droits de la personne-CALIAN,,True,0,2026-04-02T10:11:30.339910-04:00,other,droits de la personne calian
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/GitHub,GitHub,,True,0,2026-04-15T21:46:46.034244-04:00,other,github
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/INTERNAL,INTERNAL,,True,0,2026-04-13T20:22:47.519813-04:00,other,internal
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/LinkedIn,LinkedIn,,True,0,2026-04-06T22:40:54.190693-04:00,other,linkedin
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Ma musique,Ma musique,,True,0,2026-04-15T21:44:22.652426-04:00,other,ma musique
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Mes images,Mes images,,True,0,2026-04-17T18:18:57.485297-04:00,other,mes images
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/Mes vidéos,Mes vidéos,,True,0,2026-04-15T21:44:22.600564-04:00,other,mes videos
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/NEW AGATHA STRESS-TEST,NEW AGATHA STRESS-TEST,,True,0,2026-04-12T04:17:14.024044-04:00,other,new agatha stress test
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/PAPERS_MASTER_CONSOLIDATED_2026-04-10,PAPERS_MASTER_CONSOLIDATED_2026-04-10,,True,0,2026-04-15T18:58:40.274410-04:00,other,papers master consolidated 2026 04 10
local,/mnt/c/Users/softinfo/Documents,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY,PHAROS METHOD REPOSITORY,,True,0,2026-04-15T02:29:52.621745-04:00,pharos,pharos method repository
