topic,normalized_stem,local_paths,drive_match,reason
cv_resume,lepage ai cv 2026 quality assurance compliance,/home/cerebrhoe/Desktop/CODEX/LEPAGE.AI.CV.2026.quality-assurance-compliance.docx || /home/cerebrhoe/Desktop/CODEX/LEPAGE.AI.CV.2026.quality-assurance-compliance.pdf,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,lepage ai cv 2026 strategy policy advisory,/mnt/c/Users/softinfo/Documents/CVs/LEPAGE.AI.CV.2026.strategy-policy-advisory.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cover letter clinical trial coordinator,/home/cerebrhoe/output/doc/Martin-Lepage-Cover-Letter-clinical-trial-coordinator.md || /home/cerebrhoe/output/doc/Martin-Lepage-Cover-Letter-clinical-trial-coordinator.docx || /home/cerebrhoe/Desktop/CODEX/Martin-Lepage-Cover-Letter-clinical-trial-coordinator.md || /home/cerebrhoe/Desktop/CODEX/Martin-Lepage-Cover-Letter-clinical-trial-coordinator.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cover letter quality assurance compliance,/home/cerebrhoe/output/doc/Martin-Lepage-Cover-Letter-quality-assurance-compliance.md || /home/cerebrhoe/output/doc/Martin-Lepage-Cover-Letter-quality-assurance-compliance.docx || /home/cerebrhoe/Desktop/CODEX/Martin-Lepage-Cover-Letter-quality-assurance-compliance.md || /home/cerebrhoe/Desktop/CODEX/Martin-Lepage-Cover-Letter-quality-assurance-compliance.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 clinical bridge,/mnt/c/Users/softinfo/Documents/CVs/Martin-Lepage-CV-2026-Clinical-Bridge.pdf || /home/cerebrhoe/output/doc/Martin-Lepage-CV-2026-Clinical-Bridge.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 clinical trial coordinator,/mnt/c/Users/softinfo/Documents/CVs/Martin-Lepage-CV-2026-clinical-trial-coordinator.pdf || /home/cerebrhoe/output/doc/Martin-Lepage-CV-2026-clinical-trial-coordinator.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor compliance risk specialist,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-compliance-risk-specialist.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor generalist environments,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-generalist-environments.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor operations assessment,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-operations-assessment.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor program manager quality,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-program-manager-quality.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor research program manager,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-research-program-manager.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor social science phd expert,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-social-science-phd-expert.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 mercor strategic project lead,/mnt/c/Users/softinfo/Documents/CVs/Mercor 2026-04-01/Martin-Lepage-CV-2026-Mercor-strategic-project-lead.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,martin lepage cv 2026 quality assurance compliance,/mnt/c/Users/softinfo/Documents/CVs/Martin-Lepage-CV-2026-quality-assurance-compliance.pdf || /home/cerebrhoe/output/doc/Martin-Lepage-CV-2026-quality-assurance-compliance.docx,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,master cv,/mnt/c/Users/softinfo/Documents/CVs/master_cv.txt,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,resume martin lepage phd wagepoint,"/mnt/c/Users/softinfo/Documents/CVs/Downloads Intake 2026-03-29/Resume-MARTIN-LEPAGE,-PhD-Wagepoint.pdf",,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,resume martin lepage phd wagepoint 1,"/mnt/c/Users/softinfo/Documents/CVs/Downloads Intake 2026-03-29/Superseded/Resume-MARTIN-LEPAGE,-PhD-Wagepoint/Resume-MARTIN-LEPAGE,-PhD-Wagepoint (1).pdf",,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,resume project,/mnt/c/Users/softinfo/Documents/GitHub/get-shit-done-main/get-shit-done/workflows/resume-project.md,,Topical local file has no matching normalized stem on scanned Drive roots.
cv_resume,resume work,/mnt/c/Users/softinfo/Documents/GitHub/get-shit-done-main/commands/gsd/resume-work.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 control phase test results,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/DATA/CONTROLS/00_CONTROL_PHASE_TEST_RESULTS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 control phase test results with equivalence,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/DATA/CONTROLS/00_CONTROL_PHASE_TEST_RESULTS_WITH_EQUIVALENCE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 governing claim and authority,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/pharos-command-layer/00-governing-claim-and-authority.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 manifest,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/99_SUBMISSION_PACKAGE/Downloads Intake 2026-03-29/PHAROS_EVIDENTIARY_GAP_CLOSURE_2026-03-28/output/00_MANIFEST.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 quality check,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/DATA/CONTROLS/00_FINAL_QUALITY_CHECK.md || /mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/DATA/RUN_ARCHIVE/TEST_CYCLE_01/DATA/CONTROLS/00_FINAL_QUALITY_CHECK.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive chronology map,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_CHRONOLOGY_MAP.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive duplicate and mirror handling register,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_DUPLICATE_AND_MIRROR_HANDLING_REGISTER.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive evidence hierarchy,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_EVIDENCE_HIERARCHY.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive files to improve or merge,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_FILES_TO_IMPROVE_OR_MERGE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive functional classification map,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_FUNCTIONAL_CLASSIFICATION_MAP.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive inventory method readable index,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_INVENTORY_METHOD_READABLE_INDEX.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive master key method and object classes,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_MASTER_KEY_METHOD_AND_OBJECT_CLASSES.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive metadata manifest pointer,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_METADATA_MANIFEST_POINTER.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive paper sorting and merger decisions,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_PAPER_SORTING_AND_MERGER_DECISIONS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive project map developmental logic,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_PROJECT_MAP_DEVELOPMENTAL_LOGIC.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive results overview rebuild status,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_RESULTS_OVERVIEW_REBUILD_STATUS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root archive strong files to preserve,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_ARCHIVE_STRONG_FILES_TO_PRESERVE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root build context and config schema,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_BUILD_CONTEXT_AND_CONFIG_SCHEMA.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root duplicate and mirror handling register,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_DUPLICATE_AND_MIRROR_HANDLING_REGISTER.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 root voice spec primary implementation,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/00_ROOT_AND_ARCHIVE_LOGIC/00_ROOT_VOICE_SPEC_V1_PRIMARY_IMPLEMENTATION.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00 spec inventory and evidence hierarchy,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/com-aur/00-spec-inventory-and-evidence-hierarchy.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,000 canon index,/home/cerebrhoe/PHAROS-SUITE/repos/CompassAI/docs/canon/000-CANON-INDEX.md || /home/cerebrhoe/PHAROS-SUITE/repos/AurorAI/docs/canon/000-CANON-INDEX.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,001 compassai edge surface retirement,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/adr/001-compassai-edge-surface-retirement.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,00a authority and transition status,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/com-aur/00a-authority-and-transition-status.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 cross reference audit,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/99_SUBMISSION_PACKAGE/Downloads Intake 2026-03-29/PHAROS_EVIDENTIARY_GAP_CLOSURE_2026-03-28/output/01_CROSS_REFERENCE_AUDIT.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 buffy cluster analysis two papers plus book,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_BUFFY_CLUSTER_ANALYSIS_TWO_PAPERS_PLUS_BOOK.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 chronology map phase slice,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_CHRONOLOGY_MAP_PHASE_SLICE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 control logic gates and constraints,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_CONTROL_LOGIC_GATES_AND_CONSTRAINTS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 explainer ignition to protocol,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_EXPLAINER_IGNITION_TO_PROTOCOL.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 figure map visual assets,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_FIGURE_MAP_VISUAL_ASSETS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 function map phase slice,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_FUNCTION_MAP_PHASE_SLICE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 implementation preconditions analysis,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_IMPLEMENTATION_PRECONDITIONS_ANALYSIS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 key results evidence table,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_KEY_RESULTS_EVIDENCE_TABLE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 manifest packet contents,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_MANIFEST_PACKET_CONTENTS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 method notes recursive mechanics,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_METHOD_NOTES_RECURSIVE_MECHANICS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 outline paper structure,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_OUTLINE_PAPER_STRUCTURE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 paper ignition to protocol closure,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_PAPER_IGNITION_TO_PROTOCOL_CLOSURE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 readme scope and packet,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_README_SCOPE_AND_PACKET.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 recursive feedback map output to governance,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_RECURSIVE_FEEDBACK_MAP_OUTPUT_TO_GOVERNANCE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 results packet summary,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_RESULTS_PACKET_SUMMARY.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 revision lineage map,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_REVISION_LINEAGE_MAP.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 sealedcard protocol analysis threshold closure,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_SEALEDCARD_PROTOCOL_ANALYSIS_THRESHOLD_CLOSURE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 phase1 source notes core annotations,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/01_PHASE1_IGNITION_LABORATORY_GOVERNANCE_AND_PROTOCOL_CLOSURE/01_PHASE1_SOURCE_NOTES_CORE_ANNOTATIONS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 recommandation executive,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/frontend/public/projects/projets/excavation-lavoie/01-recommandation-executive.pdf || /home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/frontend/public/projects/projets/sos-plomberie/01-recommandation-executive.pdf || /home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/frontend/build/projects/projets/excavation-lavoie/01-recommandation-executive.pdf || /home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/frontend/build/projects/projets/sos-plomberie/01-recommandation-executive.pdf,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 shared governance foundation,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/com-aur/01-shared-governance-foundation.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,01 unified command grammar,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/pharos-command-layer/01-unified-command-grammar.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 command catalog,/home/cerebrhoe/PHAROS-SUITE/repos/pharos-suite/docs/specs/pharos-command-layer/02-command-catalog.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 format integrity and existence corrections,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/99_SUBMISSION_PACKAGE/Downloads Intake 2026-03-29/PHAROS_EVIDENTIARY_GAP_CLOSURE_2026-03-28/output/02_FORMAT_INTEGRITY_AND_EXISTENCE_CORRECTIONS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision control logic versioning distribution and meta governance,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_CONTROL_LOGIC_VERSIONING_DISTRIBUTION_AND_META_GOVERNANCE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision explainer aigov1 aigov2 skill distribution and skill architect,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_EXPLAINER_AIGOV1_AIGOV2_SKILL_DISTRIBUTION_AND_SKILL_ARCHITECT.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision figure map aigov voiceop skill architect and hephaistos,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_FIGURE_MAP_AIGOV_VOICEOP_SKILL_ARCHITECT_AND_HEPHAISTOS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision key results recursive governance intensification and distribution,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_KEY_RESULTS_RECURSIVE_GOVERNANCE_INTENSIFICATION_AND_DISTRIBUTION.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision method notes tokens lineage and architecture explicitness,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_METHOD_NOTES_TOKENS_LINEAGE_AND_ARCHITECTURE_EXPLICITNESS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision readme scope and role,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_README_SCOPE_AND_ROLE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 governance revision skill architect meta governance,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVERNANCE_REVISION_SKILL_ARCHITECT_META_GOVERNANCE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev aigov1 voiceop1 classification,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_AIGOV1_VOICEOP1_CLASSIFICATION.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev aigov2 voiceop2 classification,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_AIGOV2_VOICEOP2_CLASSIFICATION.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev codex claude cross implementation note,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_CODEX_CLAUDE_CROSS_IMPLEMENTATION_NOTE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev governance revision lineage,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_GOVERNANCE_REVISION_LINEAGE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev hephaistos wsl implementation map,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_HEPHAISTOS_WSL_IMPLEMENTATION_MAP.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev manifest packet contents,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_MANIFEST_PACKET_CONTENTS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev masterskill analysis,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_MASTERSKILL_ANALYSIS.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev note aigov2 voiceop2 equivalence,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_NOTE_AIGOV2_VOICEOP2_EQUIVALENCE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev operator set revision protocol,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_OPERATOR_SET_V1_REVISION_PROTOCOL.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev paper revision distribution and forge,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_PAPER_REVISION_DISTRIBUTION_AND_FORGE.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev results packet summary,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_RESULTS_PACKET_SUMMARY.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev skill distribution map,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_SKILL_DISTRIBUTION_MAP.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 govrev skill file inventory,/mnt/c/Users/softinfo/Documents/PHAROS METHOD REPOSITORY/PHAROS METHOD/02_GOVERNANCE_REVISION_SKILL_DISTRIBUTION_AND_META_GOVERNANCE/02_GOVREV_SKILL_FILE_INVENTORY.md,,Topical local file has no matching normalized stem on scanned Drive roots.
pharos,02 hephaistos implementation map,/home/cerebrhoe/governance-project/02_GOVERNANCE_REVISION_SKILLS_META/02_hephaistos-implementation-map.md,,Topical local file has no matching normalized stem on scanned Drive roots.
